Fuel Type Code,City,State,ZIP,EV Total Port Count (Beta)
ELEC,Goodyear,AZ,85395,2.0
ELEC,Fall River,MA,2720,2.0
ELEC,Fall River,MA,2720,2.0
ELEC,Fall River,MA,2720,2.0
ELEC,Fall River,MA,2720,2.0
ELEC,Fall River,MA,2720,2.0
ELEC,Fall River,MA,2720,2.0
ELEC,Fall River,MA,2720,2.0
ELEC,Fall River,MA,2720,2.0
ELEC,Bridgewater,MA,2324,2.0
ELEC,Bridgewater,MA,2324,2.0
ELEC,Bridgewater,MA,2324,1.0
ELEC,Bridgewater,MA,2324,2.0
ELEC,Brockton,MA,2302,2.0
ELEC,Brockton,MA,2302,2.0
ELEC,Brockton,MA,2302,2.0
ELEC,Brockton,MA,2302,2.0
ELEC,Brockton,MA,2302,2.0
ELEC,Brockton,MA,2302,2.0
ELEC,Brockton,MA,2302,2.0
ELEC,Athens,OH,45701,2.0
ELEC,Athens,OH,45701,2.0
ELEC,Buttonwillow,CA,93206,1.0
ELEC,Buttonwillow,CA,93206,1.0
ELEC,Buttonwillow,CA,93206,1.0
ELEC,Laguna Woods,CA,92637,2.0
ELEC,Laguna Beach,CA,92651,2.0
ELEC,Laguna Beach,CA,92651,2.0
ELEC,Laguna Beach,CA,92651,2.0
ELEC,Denver,CO,80202,2.0
ELEC,Williamstown,MA,1267,2.0
ELEC,Williamstown,MA,1267,2.0
ELEC,Brockton,MA,2301,2.0
ELEC,Brockton,MA,2301,2.0
ELEC,Brockton,MA,2301,2.0
ELEC,Schenectady,NY,12304,2.0
ELEC,Schenectady,NY,12304,2.0
ELEC,Glenville,NY,12302,2.0
ELEC,Glenville,NY,12302,2.0
ELEC,Glenville,NY,12302,2.0
ELEC,Clifton Park,NY,12065,2.0
ELEC,Clifton Park,NY,12065,2.0
ELEC,Clifton Park,NY,12065,2.0
ELEC,Draper,UT,84020,2.0
ELEC,Draper,UT,84020,2.0
ELEC,Tomball,TX,77375,1.0
ELEC,Tomball,TX,77375,2.0
ELEC,Traverse City,MI,49685,1.0
ELEC,Villanova,PA,19010,2.0
ELEC,Villanova,PA,19010,2.0
ELEC,Barstow,CA,92311,1.0
ELEC,Barstow,CA,92311,2.0
ELEC,Barstow,CA,92311,1.0
ELEC,Barstow,CA,92311,1.0
ELEC,Barstow,CA,92311,1.0
ELEC,Kansas City,MO,64145,2.0
ELEC,Victorville,CA,92392,1.0
ELEC,Cabazon,CA,92230,2.0
ELEC,Cabazon,CA,92230,2.0
ELEC,Cabazon,CA,92230,2.0
ELEC,Cabazon,CA,92230,1.0
ELEC,San Diego,CA,92182,2.0
ELEC,Montebello,NY,10901,2.0
ELEC,Montebello,NY,10901,2.0
ELEC,Montebello,NY,10901,2.0
ELEC,Los Angeles,CA,91311,2.0
ELEC,Los Angeles,CA,91311,2.0
ELEC,Los Angeles,CA,91311,2.0
ELEC,Los Angeles,CA,91311,2.0
ELEC,Los Angeles,CA,91311,1.0
ELEC,Woonsocket,RI,2895,2.0
ELEC,Woonsocket,RI,2895,2.0
ELEC,Chandler,AZ,85225,2.0
ELEC,Chandler,AZ,85225,2.0
ELEC,Chandler,AZ,85225,2.0
ELEC,Barstow,CA,92311,1.0
ELEC,Barstow,CA,92311,1.0
ELEC,Klamath,CA,95548,1.0
ELEC,Gambier,OH,43022,2.0
ELEC,Gambier,OH,43022,2.0
ELEC,Miami,FL,33133,2.0
ELEC,Miami,FL,33133,2.0
ELEC,Miami,FL,33133,2.0
ELEC,Miami,FL,33133,2.0
ELEC,North Bethesda,MD,20852,2.0
ELEC,North Bethesda,MD,20852,2.0
ELEC,North Bethesda,MD,20852,1.0
ELEC,North Bethesda,MD,20852,2.0
ELEC,North Bethesda,MD,20852,2.0
ELEC,North Bethesda,MD,20852,2.0
ELEC,North Bethesda,MD,20852,2.0
ELEC,North Bethesda,MD,20852,2.0
ELEC,North Bethesda,MD,20852,2.0
ELEC,Durham,NC,27701,1.0
ELEC,Durham,NC,27701,1.0
ELEC,Agoura Hills,CA,91301,2.0
ELEC,Agoura Hills,CA,91301,2.0
ELEC,Agoura Hills,CA,91301,2.0
ELEC,Agoura Hills,CA,91301,2.0
ELEC,Agoura Hills,CA,91301,2.0
ELEC,Long Beach,CA,90806,2.0
ELEC,Albany,NY,12202,2.0
ELEC,Atlanta,GA,30315,1.0
ELEC,Atlanta,GA,30315,1.0
ELEC,Atlanta,GA,30315,1.0
ELEC,Atlanta,GA,30315,1.0
ELEC,Troy,IL,62294,1.0
ELEC,Lake Placid,NY,12946,2.0
ELEC,Roanoke,VA,24016,2.0
ELEC,Roanoke,VA,24016,2.0
ELEC,Sarasota,FL,34240,2.0
ELEC,Sarasota,FL,34240,2.0
ELEC,Lemoore,CA,93245,1.0
ELEC,Upper Arlington,OH,43221,1.0
ELEC,Fredericksburg,VA,22401,2.0
ELEC,Fredericksburg,VA,22401,2.0
ELEC,Tustin,CA,92782,1.0
ELEC,Tustin,CA,92782,1.0
ELEC,Highland,CA,92346,1.0
ELEC,Chula Vista,CA,91915,1.0
ELEC,Chula Vista,CA,91915,2.0
ELEC,Rolling Hills Estates,CA,90274,2.0
ELEC,Redlands,CA,92374,2.0
ELEC,Redlands,CA,92374,2.0
ELEC,Redlands,CA,92374,2.0
ELEC,Orange,CA,92868,1.0
ELEC,Orange,CA,92868,1.0
ELEC,Orange,CA,92868,1.0
ELEC,Auburn,CA,95603,2.0
ELEC,Long Beach,CA,90803,1.0
ELEC,Long Beach,CA,90803,1.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,1.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Santa Maria,CA,93458,2.0
ELEC,Santa Maria,CA,93458,2.0
ELEC,Brisbane,CA,94005,2.0
ELEC,Brisbane,CA,94005,2.0
ELEC,Brisbane,CA,94005,2.0
ELEC,Brisbane,CA,94005,2.0
ELEC,Brisbane,CA,94005,2.0
ELEC,Brisbane,CA,94005,1.0
ELEC,Brisbane,CA,94005,2.0
ELEC,Oakland,CA,94621,1.0
ELEC,Port Hueneme,CA,93041,2.0
ELEC,Port Hueneme,CA,93041,2.0
ELEC,Port Hueneme,CA,93041,2.0
ELEC,Port Hueneme,CA,93041,1.0
ELEC,Dublin,CA,94568,1.0
ELEC,Riverside,CA,92507,2.0
ELEC,Brentwood,CA,94513,1.0
ELEC,Brentwood,CA,94513,1.0
ELEC,Brentwood,CA,94513,1.0
ELEC,Brentwood,CA,94513,1.0
ELEC,Brentwood,CA,94513,1.0
ELEC,Brentwood,CA,94513,1.0
ELEC,Brentwood,CA,94513,1.0
ELEC,Brentwood,CA,94513,1.0
ELEC,San Jose,CA,95134,2.0
ELEC,San Jose,CA,95134,2.0
ELEC,San Jose,CA,95134,2.0
ELEC,Los Angeles,CA,90017,1.0
ELEC,Los Angeles,CA,90017,1.0
ELEC,Los Angeles,CA,90017,1.0
ELEC,Santa Ana,CA,92703,1.0
ELEC,Newport Beach,CA,92660,1.0
ELEC,San Clemente,CA,92672,1.0
ELEC,San Clemente,CA,92672,1.0
ELEC,San Clemente,CA,92672,1.0
ELEC,San Clemente,CA,92672,1.0
ELEC,San Clemente,CA,92672,2.0
ELEC,San Clemente,CA,92672,2.0
ELEC,San Clemente,CA,92672,1.0
ELEC,Sacramento,CA,95814,2.0
ELEC,Sacramento,CA,95814,2.0
ELEC,Sacramento,CA,95814,2.0
ELEC,Sacramento,CA,95814,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,1.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Lake Forest,CA,92630,2.0
ELEC,Portland,OR,97201,2.0
ELEC,San Jose,CA,95110,1.0
ELEC,San Jose,CA,95110,1.0
ELEC,San Jose,CA,95110,1.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,1.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,Los Angeles,CA,90067,2.0
ELEC,Los Angeles,CA,90067,1.0
ELEC,Los Angeles,CA,90067,1.0
ELEC,Los Angeles,CA,90067,1.0
ELEC,Los Angeles,CA,90067,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,1.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,1.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Mountain View,CA,94040,2.0
ELEC,Mountain View,CA,94040,2.0
ELEC,Mountain View,CA,94040,2.0
ELEC,Mountain View,CA,94040,2.0
ELEC,Mountain View,CA,94040,1.0
ELEC,Mountain View,CA,94040,1.0
ELEC,Mountain View,CA,94040,2.0
ELEC,Mountain View,CA,94040,2.0
ELEC,Mountain View,CA,94040,1.0
ELEC,Mountain View,CA,94040,1.0
ELEC,Mountain View,CA,94040,2.0
ELEC,Mountain View,CA,94040,1.0
ELEC,Mountain View,CA,94040,2.0
ELEC,Murrieta,CA,92562,2.0
ELEC,Murrieta,CA,92562,1.0
ELEC,Murrieta,CA,92562,2.0
ELEC,Murrieta,CA,92562,1.0
ELEC,Murrieta,CA,92562,2.0
ELEC,Murrieta,CA,92562,1.0
ELEC,Murrieta,CA,92562,1.0
ELEC,Costa Mesa,CA,92626,1.0
ELEC,Costa Mesa,CA,92626,1.0
ELEC,Costa Mesa,CA,92626,1.0
ELEC,Costa Mesa,CA,92626,2.0
ELEC,Costa Mesa,CA,92626,1.0
ELEC,Costa Mesa,CA,92626,2.0
ELEC,Costa Mesa,CA,92626,2.0
ELEC,Clovis,CA,93611,1.0
ELEC,Clovis,CA,93611,1.0
ELEC,Aliso Viejo,CA,92656,2.0
ELEC,Moreno Valley,CA,92555,2.0
ELEC,Moreno Valley,CA,92555,2.0
ELEC,Moreno Valley,CA,92555,2.0
ELEC,Riverside,CA,92504,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Campbell,CA,95008,2.0
ELEC,San Diego,CA,92037,2.0
ELEC,Sunnyvale,CA,94085,1.0
ELEC,Fresno,CA,93711,1.0
ELEC,Fresno,CA,93711,1.0
ELEC,Long Beach,CA,90802,1.0
ELEC,Hawthorne,CA,90250,1.0
ELEC,Beverly Hills,CA,90210,1.0
ELEC,Beverly Hills,CA,90210,1.0
ELEC,Napa,CA,94559,2.0
ELEC,Newport Beach,CA,92657,1.0
ELEC,Newport Beach,CA,92657,1.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,San Francisco,CA,94102,2.0
ELEC,San Francisco,CA,94102,2.0
ELEC,San Francisco,CA,94102,2.0
ELEC,San Francisco,CA,94102,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Pasadena,CA,91101,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Livermore,CA,94550,2.0
ELEC,Seaside,CA,93933,2.0
ELEC,Seaside,CA,93933,2.0
ELEC,La Jolla,CA,92093,1.0
ELEC,La Jolla,CA,92093,2.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,1.0
ELEC,Clovis,CA,93612,1.0
ELEC,Clovis,CA,93612,1.0
ELEC,Clovis,CA,93612,1.0
ELEC,Clovis,CA,93612,1.0
ELEC,Clovis,CA,93612,1.0
ELEC,Clovis,CA,93612,2.0
ELEC,Indio,CA,92201,1.0
ELEC,Indio,CA,92201,1.0
ELEC,Thousand Oaks,CA,91361,2.0
ELEC,Thousand Oaks,CA,91360,2.0
ELEC,Thousand Oaks,CA,91360,2.0
ELEC,Thousand Oaks,CA,91362,2.0
ELEC,Pomona,CA,91767,1.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,Los Angeles,CA,91356,2.0
ELEC,San Pablo,CA,94806,2.0
ELEC,San Pablo,CA,94806,2.0
ELEC,San Pablo,CA,94806,1.0
ELEC,Garden Grove,CA,92841,1.0
ELEC,Garden Grove,CA,92841,1.0
ELEC,Valencia,CA,91355,2.0
ELEC,San Francisco,CA,94109,2.0
ELEC,San Francisco,CA,94109,2.0
ELEC,Irvine,CA,92618,1.0
ELEC,Irvine,CA,92618,1.0
ELEC,Pacifica,CA,94044,2.0
ELEC,San Mateo,CA,94403,2.0
ELEC,San Mateo,CA,94403,2.0
ELEC,Santa Rosa,CA,95403,1.0
ELEC,Santa Rosa,CA,95403,2.0
ELEC,Los Angeles,CA,90032,2.0
ELEC,Los Angeles,CA,90032,2.0
ELEC,Santa Monica,CA,90403,2.0
ELEC,Santa Monica,CA,90403,1.0
ELEC,Santa Monica,CA,90403,2.0
ELEC,Concord,CA,94520,1.0
ELEC,Lebec,CA,93243,2.0
ELEC,Irvine,CA,92612,2.0
ELEC,Irvine,CA,92612,1.0
ELEC,Irvine,CA,92612,2.0
ELEC,Irvine,CA,92612,2.0
ELEC,Irvine,CA,92612,1.0
ELEC,Irvine,CA,92612,1.0
ELEC,San Clemente,CA,92673,1.0
ELEC,San Clemente,CA,92673,1.0
ELEC,Anaheim,CA,92801,1.0
ELEC,Campbell,CA,95008,1.0
ELEC,Benicia,CA,94510,1.0
ELEC,Benicia,CA,94510,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,1.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,2.0
ELEC,San Jose,CA,95110,1.0
ELEC,San Jose,CA,95110,2.0
ELEC,Irvine,CA,92612,2.0
ELEC,Irvine,CA,92612,2.0
ELEC,San Francisco,CA,94158,1.0
ELEC,San Francisco,CA,94158,2.0
ELEC,Fresno,CA,93720,1.0
ELEC,Fresno,CA,93720,1.0
ELEC,Fresno,CA,93720,1.0
ELEC,SANTA MARIA,CA,93454,2.0
ELEC,SANTA MARIA,CA,93454,2.0
ELEC,SANTA MARIA,CA,93454,2.0
ELEC,San Marcos,CA,92078,2.0
ELEC,San Marcos,CA,92078,1.0
ELEC,Irvine,CA,92612,2.0
ELEC,Irvine,CA,92612,2.0
ELEC,Irvine,CA,92612,2.0
ELEC,La Jolla,CA,92037,2.0
ELEC,La Jolla,CA,92037,2.0
ELEC,La Jolla,CA,92037,2.0
ELEC,La Jolla,CA,92037,2.0
ELEC,La Jolla,CA,92037,2.0
ELEC,La Jolla,CA,92037,1.0
ELEC,La Jolla,CA,92037,2.0
ELEC,La Jolla,CA,92037,2.0
ELEC,La Jolla,CA,92037,2.0
ELEC,La Jolla,CA,92037,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Newport Beach,CA,92663,2.0
ELEC,Costa Mesa,CA,92626,1.0
ELEC,Costa Mesa,CA,92626,2.0
ELEC,Glendale,CA,91208,2.0
ELEC,Milpitas,CA,95035,2.0
ELEC,Milpitas,CA,95035,2.0
ELEC,Milpitas,CA,95035,2.0
ELEC,San Jose,CA,95134,2.0
ELEC,San Jose,CA,95134,2.0
ELEC,San Francisco,CA,94108,2.0
ELEC,South El Monte,CA,91733,1.0
ELEC,Kentfield,CA,94904,2.0
ELEC,Kentfield,CA,94904,2.0
ELEC,Kentfield,CA,94904,2.0
ELEC,Kentfield,CA,94904,2.0
ELEC,Kentfield,CA,94904,1.0
ELEC,Kentfield,CA,94904,2.0
ELEC,Kentfield,CA,94904,2.0
ELEC,Kentfield,CA,94904,2.0
ELEC,Alameda,CA,94502,2.0
ELEC,Laguna Woods,CA,92637,1.0
ELEC,Laguna Woods,CA,92637,1.0
ELEC,Laguna Woods,CA,92637,2.0
ELEC,Laguna Woods,CA,92637,2.0
ELEC,Sacramento,CA,95826,2.0
ELEC,Sacramento,CA,95826,2.0
ELEC,Claremont,CA,91711,2.0
ELEC,Claremont,CA,91711,2.0
ELEC,Irvine,CA,92618,1.0
ELEC,Irvine,CA,92618,2.0
ELEC,Los Angeles,CA,90038,2.0
ELEC,Los Angeles,CA,90038,2.0
ELEC,Los Angeles,CA,90038,2.0
ELEC,Monterey,CA,93940,2.0
ELEC,Monterey,CA,93940,2.0
ELEC,Monterey,CA,93940,2.0
ELEC,Seaside,CA,93955,2.0
ELEC,Fresno,CA,93727,2.0
ELEC,Fresno,CA,93727,2.0
ELEC,Fresno,CA,93727,1.0
ELEC,Colfax,CA,95713,1.0
ELEC,Concord,CA,94520,2.0
ELEC,Anaheim,CA,92806,1.0
ELEC,Concord,CA,94520,2.0
ELEC,San Francisco,CA,94107,2.0
ELEC,San Francisco,CA,94107,2.0
ELEC,San Francisco,CA,94107,2.0
ELEC,Highland,CA,92346,2.0
ELEC,Rancho Cucamonga,CA,91730,2.0
ELEC,Rancho Cucamonga,CA,91730,1.0
ELEC,Irvine,CA,92620,1.0
ELEC,Irvine,CA,92620,1.0
ELEC,Santa Clara,CA,95054,2.0
ELEC,Newport Beach,CA,92663,2.0
ELEC,Newport Beach,CA,92660,2.0
ELEC,Newport Beach,CA,92660,2.0
ELEC,Newport Beach,CA,92660,2.0
ELEC,Newport Beach,CA,92660,2.0
ELEC,Newport Beach,CA,92660,2.0
ELEC,Newport Beach,CA,92660,2.0
ELEC,Irvine,CA,92614,1.0
ELEC,Anderson,CA,96007,2.0
ELEC,Irvine,CA,92603,1.0
ELEC,Irvine,CA,92603,1.0
ELEC,Lancaster,CA,93534,1.0
ELEC,Lancaster,CA,93534,1.0
ELEC,Lancaster,CA,93534,1.0
ELEC,Lancaster,CA,93534,1.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Berkeley,CA,94704,2.0
ELEC,Costa Mesa,CA,92626,1.0
ELEC,Costa Mesa,CA,92626,2.0
ELEC,Costa Mesa,CA,92626,2.0
ELEC,Costa Mesa,CA,92626,2.0
ELEC,Costa Mesa,CA,92626,2.0
ELEC,Torrance,CA,90503,2.0
ELEC,Torrance,CA,90503,2.0
ELEC,Torrance,CA,90503,2.0
ELEC,Arcadia,CA,91006,2.0
ELEC,Ventura,CA,93001,2.0
ELEC,Ventura,CA,93001,2.0
ELEC,Los Angeles,CA,90028,2.0
ELEC,Chatsworth,CA,91311,1.0
ELEC,San Diego,CA,92121,2.0
ELEC,Irvine,CA,92614,2.0
ELEC,Irvine,CA,92614,2.0
ELEC,Irvine,CA,92614,2.0
ELEC,Temecula,CA,92590,2.0
ELEC,San Diego,CA,92101,1.0
ELEC,San Diego,CA,92101,1.0
ELEC,Oakhurst,CA,93644,1.0
ELEC,Oakhurst,CA,93644,1.0
ELEC,Escondido,CA,92025,2.0
ELEC,Clovis,CA,93611,2.0
ELEC,Los Angeles,CA,90015,2.0
ELEC,Los Angeles,CA,90015,1.0
ELEC,Los Angeles,CA,90015,2.0
ELEC,Los Angeles,CA,90015,1.0
ELEC,Los Angeles,CA,90015,1.0
ELEC,San Diego,CA,92121,1.0
ELEC,San Diego,CA,92121,2.0
ELEC,Madera,CA,93636,2.0
ELEC,Madera,CA,93636,2.0
ELEC,Madera,CA,93636,1.0
ELEC,Madera,CA,93636,1.0
ELEC,Madera,CA,93636,2.0
ELEC,San Diego,CA,92101,2.0
ELEC,San Diego,CA,92101,1.0
ELEC,San Diego,CA,92101,2.0
ELEC,San Diego,CA,92101,2.0
ELEC,Irvine,CA,92618,2.0
ELEC,Downey,CA,90241,2.0
ELEC,Laytonville,CA,95454,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,1.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Folsom,CA,95630,2.0
ELEC,Placerville,CA,95667,2.0
ELEC,Los Angeles,CA,90045,2.0
ELEC,Los Angeles,CA,90045,2.0
ELEC,Los Angeles,CA,90045,2.0
ELEC,Los Angeles,CA,90068,2.0
ELEC,Los Angeles,CA,90068,2.0
ELEC,Los Angeles,CA,90068,2.0
ELEC,Los Angeles,CA,90068,2.0
ELEC,Los Angeles,CA,90068,2.0
ELEC,Sacramento,CA,95814,2.0
ELEC,Sacramento,CA,95814,2.0
ELEC,Sacramento,CA,95814,2.0
ELEC,Los Angeles,CA,90045,2.0
ELEC,Los Angeles,CA,90045,2.0
ELEC,Los Angeles,CA,90045,2.0
ELEC,Irvine,CA,92618,2.0
ELEC,Irvine,CA,92618,1.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,2.0
ELEC,Anaheim,CA,92802,1.0
ELEC,Fortuna,CA,95540,2.0
ELEC,Fortuna,CA,95540,2.0
ELEC,Fortuna,CA,95540,2.0
ELEC,Los Angeles,CA,90019,2.0
ELEC,Los Angeles,CA,90019,1.0
ELEC,Los Angeles,CA,90028,1.0
ELEC,Los Angeles,CA,90028,1.0
ELEC,San Diego,CA,92122,2.0
ELEC,San Diego,CA,92122,2.0
ELEC,San Diego,CA,92122,1.0
ELEC,San Diego,CA,92122,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Fort Irwin,CA,92310,2.0
ELEC,Irvine,CA,92617,1.0
ELEC,Irvine,CA,92617,2.0
ELEC,Irvine,CA,92617,1.0
ELEC,Folsom,CA,95630,1.0
ELEC,Irvine,CA,92618,1.0
ELEC,Irvine,CA,92618,2.0
ELEC,Irvine,CA,92618,2.0
ELEC,Irvine,CA,92618,2.0
ELEC,Gilroy,CA,95020,1.0
ELEC,Glendale,CA,91203,2.0
ELEC,Glendale,CA,91203,2.0
ELEC,Glendale,CA,91203,2.0
ELEC,Glendale,CA,91203,2.0
ELEC,Glendale,CA,91203,2.0
ELEC,Glendale,CA,91203,2.0
ELEC,Manhattan Beach,CA,90266,2.0
ELEC,Manhattan Beach,CA,90266,2.0
ELEC,Manhattan Beach,CA,90266,2.0
ELEC,Manhattan Beach,CA,90266,2.0
ELEC,Irvine,CA,92612,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,Long Beach,CA,90803,2.0
ELEC,San Mateo,CA,94402,2.0
ELEC,Castroville,CA,95012,2.0
ELEC,San Pablo,CA,94806,1.0
ELEC,Los Angeles,CA,90038,2.0
ELEC,Marina del Rey,CA,90292,2.0
ELEC,Menlo Park,CA,94025,2.0
ELEC,Menlo Park,CA,94025,2.0
ELEC,Menlo Park,CA,94025,2.0
ELEC,Menlo Park,CA,94025,2.0
ELEC,Menlo Park,CA,94025,2.0
ELEC,Menlo Park,CA,94025,2.0
ELEC,Menlo Park,CA,94025,1.0
